Loc,Loc Zn,Loc Name,Loc Purp Desc,Loc/QTI,Flow Ind,DC,OPC,TSQ,OAC,IT,Auth Overrun Ind,Nom Cap Exceed Ind,All Qty Avail,Qty Reason,date,cycle
500128,PANHANDLE,OLSON TAP,MQ,DPQ,D,1000.0,3000.0,0.0,3000.0,N,N,N,Y,,01-17-2024,Timely
12353,PANHANDLE,ONEOK CARSON,MQ,DPQ,D,50000.0,60000.0,0.0,60000.0,N,N,N,Y,,01-17-2024,Timely
500168,WEST TEXAS,ONEOK WARD,MQ,DPQ,D,200000.0,200000.0,19700.0,180300.0,N,N,N,Y,,01-17-2024,Timely
500168,WEST TEXAS,ONEOK WARD,M2,RPQ,R,200000.0,0.0,0.0,0.0,N,N,N,Y,,01-17-2024,Timely
8042,PANHANDLE,PEPL HANSFORD CACTUS,MQ,DPQ,D,80000.0,80000.0,52898.0,27102.0,N,N,N,Y,,01-17-2024,Timely
13267,PANHANDLE,PETE FISHBACHER,MQ,DPQ,D,3000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Timely
56698,W. THOREAU,PG&E TOPOCK,M2,RPQ,R,50000.0,,,,N,N,N,N,Total Scheduled Quantity unavailable;Operating Capacity unavailable;Operationally Available Capacity unavailable,01-17-2024,Timely
56698,W. THOREAU,PG&E TOPOCK,MQ,DPQ,D,375000.0,380000.0,116534.0,263466.0,N,N,N,Y,,01-17-2024,Timely
13266,PANHANDLE,PHILLIP JENKINS,MQ,DPQ,D,3000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Timely
100747,WEST TEXAS,PHP TW Waha,MQ,DPQ,D,25000.0,25000.0,20000.0,5000.0,N,N,N,Y,,01-17-2024,Timely
13194,PANHANDLE,PLAINS GAS (SALE),MQ,DPQ,D,3000.0,3000.0,0.0,3000.0,N,N,N,Y,,01-17-2024,Timely
79065,CENTRAL,PNM LA LUZ,MQ,DPQ,D,25000.0,25000.0,2467.0,22533.0,N,N,N,Y,,01-17-2024,Timely
79088,PANHANDLE,POTTER VALLEY FARMS,MQ,DPQ,D,1000.0,1000.0,0.0,1000.0,N,N,N,Y,,01-17-2024,Timely
78482,PHOENIX,PRESCOTT VALLEY NORTH DELIVERY,MQ,DPQ,D,15000.0,15000.0,0.0,15000.0,N,N,N,Y,,01-17-2024,Timely
78483,PHOENIX,PRESCOTT VALLEY SOUTH DELIVERY,MQ,DPQ,D,35000.0,35000.0,0.0,35000.0,N,N,N,Y,,01-17-2024,Timely
79043,PANHANDLE,PRINGLE TAP,MQ,DPQ,D,3000.0,3000.0,0.0,3000.0,N,N,N,Y,,01-17-2024,Timely
78342,SAN JUAN2,QUESTAR BLOOMFIELD I/C,MQ,DPQ,D,120000.0,120000.0,600.0,119400.0,Y,N,N,Y,,01-17-2024,Timely
13325,PANHANDLE,R A BURRUS,MQ,DPQ,D,3000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Timely
78490,PHOENIX,RAINBOW VALLEY DELIVERY,MQ,DPQ,D,35000.0,35000.0,5084.0,29916.0,N,N,N,Y,,01-17-2024,Timely
28924,PANHANDLE,RANDALL DEL AMARILLO TW,MQ,DPQ,D,1500.0,2800.0,0.0,2800.0,N,N,N,Y,,01-17-2024,Timely
13249,PANHANDLE,RAYMOND BIGGS,MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Timely
500538,SAN JUAN2,RED CEDAR ARKANSAS LOOP,M2,RPQ,R,350000.0,350000.0,85289.0,264711.0,Y,N,N,Y,,01-17-2024,Timely
78121,SAN JUAN2,RED CEDAR LAPLATA REC,M2,RPQ,R,50000.0,50000.0,10000.0,40000.0,N,N,N,Y,,01-17-2024,Timely
78484,PHOENIX,RED HAWK PLANT,MQ,DPQ,D,500000.0,500000.0,26450.0,473550.0,N,N,N,Y,,01-17-2024,Timely
79051,WEST TEXAS,REGENCY KEYSTONE FUEL TAP,MQ,DPQ,D,2000.0,5000.0,0.0,5000.0,N,N,N,Y,,01-17-2024,Timely
13320,PANHANDLE,ROCKWELL ACRES,MQ,DPQ,D,3000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Timely
78398,W. THOREAU,ROPER #2 TAP,MQ,DPQ,D,20.0,500.0,0.0,500.0,N,N,N,Y,,01-17-2024,Timely
500528,W. THOREAU,ROPER FARM TAP,MQ,DPQ,D,500.0,100.0,0.0,100.0,N,N,N,Y,,01-17-2024,Timely
13198,W. THOREAU,S.W. GAS-WILLOW VALLEY SALES,MQ,DPQ,D,1000.0,3000.0,0.0,3000.0,N,N,N,Y,,01-17-2024,Timely
78493,PHOENIX,SANTAN LATERAL I/C,MQ,DPQ,D,203500.0,203500.0,0.0,203500.0,N,N,N,Y,,01-17-2024,Timely
78496,PHOENIX,SANTAN PLANT,MQ,DPQ,D,144084.0,203000.0,49853.0,153147.0,N,N,N,Y,,01-17-2024,Timely
100719,WEST TEXAS,SENDERO CRAWFORD,M2,RPQ,R,110000.0,110000.0,18000.0,92000.0,Y,N,N,Y,,01-17-2024,Timely
500086,W. THOREAU,SNOWBOWL TAP,MQ,DPQ,D,100.0,1000.0,0.0,1000.0,N,N,N,Y,,01-17-2024,Timely
10487,W. THOREAU,SOCAL NEEDLES,M2,RPQ,R,100000.0,,,,N,N,N,N,Total Scheduled Quantity unavailable;Operating Capacity unavailable;Operationally Available Capacity unavailable,01-17-2024,Timely
10487,W. THOREAU,SOCAL NEEDLES,MQ,DPQ,D,850000.0,850000.0,383554.0,466446.0,Y,N,N,Y,,01-17-2024,Timely
56697,W. THOREAU,SOCAL TOPOCK,MQ,DPQ,D,300000.0,300000.0,0.0,300000.0,N,N,N,Y,,01-17-2024,Timely
13208,PANHANDLE,SOUTH POMERTON HILL (FARM TAP),MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Timely
13197,PANHANDLE,SOUTH SHAFFER #4 (FARM TAP),MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Timely
10594,PANHANDLE,SOUTHERN STAR-CANADIAN RIVER,MQ,DPQ,D,150000.0,150000.0,25312.0,124688.0,Y,N,N,Y,,01-17-2024,Timely
10594,PANHANDLE,SOUTHERN STAR-CANADIAN RIVER,M2,RPQ,R,150000.0,175000.0,21747.0,153253.0,Y,N,N,Y,,01-17-2024,Timely
78403,PANHANDLE,SOUTHWEST CHEESE I/C,MQ,DPQ,D,5000.0,5000.0,2500.0,2500.0,N,N,N,Y,,01-17-2024,Timely
13253,PANHANDLE,SPUR RANCH FARM TAP,MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Timely
78509,PANHANDLE,SPURLOCK #1,MQ,DPQ,D,3500.0,5000.0,14.0,4986.0,N,N,N,Y,,01-17-2024,Timely
79040,PHOENIX,SRP MESQUITE,MQ,DPQ,D,125000.0,125000.0,0.0,125000.0,N,N,N,Y,,01-17-2024,Timely
54005,WEST TEXAS,STATE 20 #1,M2,RPQ,R,9500.0,9500.0,0.0,9500.0,N,N,N,Y,,01-17-2024,Timely
78392,PANHANDLE,STOVALL # 4 FTP,MQ,DPQ,D,3000.0,5000.0,0.0,5000.0,N,N,N,Y,,01-17-2024,Timely
500390,PANHANDLE,SUM WTG DELIVERY PT. T,MQ,DPQ,D,7000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Timely
500648,WEST TEXAS,SUM WTG NEW MEX DEL FTPS,MQ,DPQ,D,6000.0,1000.0,0.0,1000.0,N,N,N,Y,,01-17-2024,Timely
13201,PANHANDLE,SUMMERFIELD (FARM TAP),MQ,DPQ,D,3000.0,3000.0,0.0,3000.0,N,N,N,Y,,01-17-2024,Timely
78481,PHOENIX,SUN VALLEY SOUTH DELIVERY,MQ,DPQ,D,35000.0,35000.0,880.0,34120.0,N,N,N,Y,,01-17-2024,Timely
78492,PHOENIX,SUNDANCE PLANT,MQ,DPQ,D,210000.0,210000.0,5000.0,205000.0,N,N,N,Y,,01-17-2024,Timely
100774,PHOENIX,SWG Agua Fria,MQ,DPQ,D,18000.0,,,,N,N,N,N,Total Scheduled Quantity unavailable;Operating Capacity unavailable;Operationally Available Capacity unavailable,01-17-2024,Timely
79061,PHOENIX,SWG JOMAX,MQ,DPQ,D,25900.0,24900.0,1662.0,23238.0,N,N,N,Y,,01-17-2024,Timely
100787,CENTRAL,Shadow Fuel,MQ,DPQ,D,800.0,5000.0,789.0,4211.0,Y,N,N,Y,,01-17-2024,Timely
500293,CENTRAL,TARGA AID STATE #1,M2,RPQ,R,35000.0,52000.0,0.0,52000.0,N,N,N,Y,,01-17-2024,Timely
100739,WEST TEXAS,TARGA DK BOYD FUEL,MQ,DPQ,D,3800.0,4000.0,1750.0,2250.0,Y,N,N,Y,,01-17-2024,Timely
78308,CENTRAL,TARGA DODD,M2,RPQ,R,20000.0,20000.0,0.0,20000.0,N,N,N,Y,,01-17-2024,Timely
79073,WEST TEXAS,TARGA ENERGY OUTRIGGER,M2,RPQ,R,60000.0,60000.0,0.0,60000.0,N,N,N,Y,,01-17-2024,Timely
79074,WEST TEXAS,TARGA FUEL,MQ,DPQ,D,5000.0,5000.0,0.0,5000.0,N,N,N,Y,,01-17-2024,Timely
78395,CENTRAL,TARGA HARD STICK,M2,RPQ,R,0.0,40000.0,0.0,40000.0,N,N,N,Y,,01-17-2024,Timely
500655,CENTRAL,TARGA LEC CROSSOVER,M2,RPQ,R,35000.0,,,,N,N,N,N,Total Scheduled Quantity unavailable;Operating Capacity unavailable;Operationally Available Capacity unavailable,01-17-2024,Timely
55152,WEST TEXAS,TARGA LIVINGSTON RIDGE CDP,M2,RPQ,R,12000.0,1000.0,0.0,1000.0,N,N,N,Y,,01-17-2024,Timely
500303,CENTRAL,TARGA RIO PECOS,M2,RPQ,R,55000.0,30000.0,0.0,30000.0,N,N,N,Y,,01-17-2024,Timely
79028,WEST TEXAS,TARGA ROJO BANCO,M2,RPQ,R,475000.0,475000.0,345594.0,129406.0,Y,N,N,Y,,01-17-2024,Timely
500657,WEST TEXAS,TARGA SHUGART LATERAL TAP #2 OF 4,M2,RPQ,R,15000.0,15000.0,0.0,15000.0,N,N,N,Y,,01-17-2024,Timely
500232,CENTRAL,TARGA STATE 27,M2,RPQ,R,500.0,1000.0,0.0,1000.0,N,N,N,Y,,01-17-2024,Timely
500228,PANHANDLE,TGC BRILLHART,M2,RPQ,R,5000.0,5000.0,0.0,5000.0,N,N,N,Y,,01-17-2024,Timely
13239,PANHANDLE,THAD M OSBORNE FARM TAP,MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Timely
500529,W. THOREAU,THORNTON FARM TAP,MQ,DPQ,D,1000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Timely
100726,PANHANDLE,TKO HANSFORD,MQ,DPQ,D,2500.0,2500.0,0.0,2500.0,N,N,N,Y,,01-17-2024,Timely
79026,PANHANDLE,TKO WILLIAMS,MQ,DPQ,D,1600.0,1600.0,16.0,1584.0,N,N,N,Y,,01-17-2024,Timely
100718,WEST TEXAS,TRANS PECOS I/C,MQ,DPQ,D,500000.0,500000.0,43045.0,456955.0,N,N,N,Y,,01-17-2024,Timely
79031,PANHANDLE,TURKEY TRACK,MQ,DPQ,D,500.0,500.0,0.0,500.0,N,N,N,Y,,01-17-2024,Timely
13335,PANHANDLE,TW (CABOT) RANDALL CO COUNTRY CLUB,MQ,DPQ,D,5000.0,5000.0,28.0,4972.0,N,N,N,Y,,01-17-2024,Timely
100771,WEST TEXAS,TW Grey Wolf,M2,RPQ,R,200000.0,,,,N,N,N,N,Total Scheduled Quantity unavailable;Operating Capacity unavailable;Operationally Available Capacity unavailable,01-17-2024,Timely
100772,WEST TEXAS,TW Grey Wolf Fuel,MQ,DPQ,D,11000.0,11000.0,0.0,11000.0,N,N,N,Y,,01-17-2024,Timely
56774,SAN JUAN,TW STANDING ROCK I/C,MQ,DPQ,D,3000.0,3000.0,396.0,2604.0,N,N,N,Y,,01-17-2024,Timely
500523,PANHANDLE,TW/ANG P3 OH SHOP FUEL,MQ,DPQ,D,1000.0,1000.0,0.0,1000.0,N,N,N,Y,,01-17-2024,Timely
8143,PANHANDLE,TW/SEVEN M GAS SHERMAN COUNTY ITE,MQ,DPQ,D,30000.0,30000.0,0.0,30000.0,N,N,N,Y,,01-17-2024,Timely
78003,W. THOREAU,TW/SGTC MOJAVE DEL.,MQ,DPQ,D,252000.0,252000.0,50598.0,201402.0,N,N,N,Y,,01-17-2024,Timely
13300,WEST TEXAS,TW/WALTON FUEL DELIVERY,MQ,DPQ,D,1000.0,3000.0,10.0,2990.0,Y,N,N,Y,,01-17-2024,Timely
500612,PANHANDLE,TW/WTG/HANSFORD CO I/C,MQ,DPQ,D,6000.0,6000.0,0.0,6000.0,N,N,N,Y,,01-17-2024,Timely
500632,SAN JUAN,TWPL/TRANSCOLORADO BLANCO,MQ,DPQ,D,450000.0,100000.0,9203.0,90797.0,Y,N,N,Y,,01-17-2024,Timely
500632,SAN JUAN,TWPL/TRANSCOLORADO BLANCO,M2,RPQ,R,450000.0,450000.0,37618.0,412382.0,Y,N,N,Y,,01-17-2024,Timely
100727,WEST TEXAS,Targa Roadrunner,M2,RPQ,R,160000.0,160000.0,49900.0,110100.0,Y,N,N,Y,,01-17-2024,Timely
100730,WEST TEXAS,Targa Wildcat,M2,RPQ,R,200000.0,200000.0,84616.0,115384.0,Y,N,N,Y,,01-17-2024,Timely
100731,WEST TEXAS,Targa Wildcat Fuel,MQ,DPQ,D,8000.0,8000.0,0.0,8000.0,N,N,N,Y,,01-17-2024,Timely
78464,W. THOREAU,UNS MOHAVE,MQ,DPQ,D,115000.0,115000.0,0.0,115000.0,N,N,N,Y,,01-17-2024,Timely
78501,CENTRAL,VALENCIA,MQ,DPQ,D,25000.0,100000.0,0.0,100000.0,N,N,N,Y,,01-17-2024,Timely
56423,SAN JUAN,VALVERDE PLANT,M2,RPQ,R,245000.0,0.0,0.0,0.0,N,N,N,Y,,01-17-2024,Timely
13326,PANHANDLE,W A GREEN,MQ,DPQ,D,3000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Timely
10518,PANHANDLE,WEST TEXAS GAS PARMER,MQ,DPQ,D,12000.0,12000.0,0.0,12000.0,N,N,N,Y,,01-17-2024,Timely
13475,WEST TEXAS,WEST TEXAS WATER SYSTEMS SALES,MQ,DPQ,D,2500.0,2500.0,2467.0,33.0,Y,N,N,Y,,01-17-2024,Timely
9260,PANHANDLE,WEST TX GAS/TW  (ENERGAS) RANDALL CANYON,MQ,DPQ,D,3000.0,3000.0,1.0,2999.0,N,N,N,Y,,01-17-2024,Timely
16540,WEST TEXAS,WEST TX GAS/TW  WINKLER WEST TEXAS,MQ,DPQ,D,5000.0,11000.0,2269.0,8731.0,Y,N,N,Y,,01-17-2024,Timely
9259,PANHANDLE,WEST TX GAS/TW (ENERGAS) GRAY PAMPA,MQ,DPQ,D,3000.0,3000.0,8.0,2992.0,N,N,N,Y,,01-17-2024,Timely
500535,SAN JUAN2,WFS IGNACIO PLANT I/C,M2,RPQ,R,300000.0,300000.0,30055.0,269945.0,Y,N,N,Y,,01-17-2024,Timely
500516,SAN JUAN,WFS/KUTZ PLANT I/C,M2,RPQ,R,200000.0,100000.0,0.0,100000.0,N,N,N,Y,,01-17-2024,Timely
13275,PANHANDLE,WILLIAM FROST,MQ,DPQ,D,2000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Timely
13317,PANHANDLE,WILLIAM THOMPSON,MQ,DPQ,D,3000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Timely
56419,SAN JUAN,WILLIAMS FIELD MILAGRO PLANT,M2,RPQ,R,450000.0,500000.0,194130.0,305870.0,Y,N,N,Y,,01-17-2024,Timely
78387,W. THOREAU,WRIGHT FTP,MQ,DPQ,D,30.0,3000.0,0.0,3000.0,N,N,N,Y,,01-17-2024,Timely
79062,PANHANDLE,WTG ADCOCK,MQ,DPQ,D,200.0,1000.0,0.0,1000.0,N,N,N,Y,,01-17-2024,Timely
10792,PANHANDLE,WTG L K FARMS,MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Timely
10760,PANHANDLE,WTG LEROY JOHNSON,MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Timely
10794,PANHANDLE,WTG LEWIS DAVIS,MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Timely
10782,PANHANDLE,WTG R. F. GORDON,MQ,DPQ,D,,2000.0,0.0,2000.0,N,N,N,N,Design Capacity unavailable,01-17-2024,Timely
78393,W. THOREAU,WYATT TAP,MQ,DPQ,D,10.0,5000.0,0.0,5000.0,N,N,N,Y,,01-17-2024,Timely
100735,WEST TEXAS,3 BEAR FUEL,MQ,DPQ,D,3000.0,3000.0,0.0,3000.0,N,N,N,Y,,01-17-2024,Final
100734,WEST TEXAS,3 BEAR LEA,M2,RPQ,R,55000.0,60000.0,19999.0,40001.0,Y,N,Y,Y,,01-17-2024,Final
60826,PANHANDLE,A J RAMMING,MQ,DPQ,D,500.0,1000.0,0.0,1000.0,N,N,N,Y,,01-17-2024,Final
60152,CENTRAL,ABO FUEL DEL,MQ,DPQ,D,5000.0,5000.0,1100.0,3900.0,Y,N,N,Y,,01-17-2024,Final
60151,CENTRAL,ABO REC PT.,M2,RPQ,R,40000.0,40000.0,0.0,40000.0,N,N,N,Y,,01-17-2024,Final
28786,PANHANDLE,ADOBE OWENS CORNING,MQ,DPQ,D,13000.0,13000.0,3000.0,10000.0,N,N,N,Y,,01-17-2024,Final
500305,CENTRAL,AGAVE ATOKA #3 STA,M2,RPQ,R,52000.0,54000.0,0.0,54000.0,N,N,N,Y,,01-17-2024,Final
500307,CENTRAL,AGAVE LONG ARROYO MQ,M2,RPQ,R,70000.0,70000.0,2000.0,68000.0,Y,N,N,Y,,01-17-2024,Final
13468,PANHANDLE,ALLSUPS CONV.STORE,MQ,DPQ,D,3000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
56993,PANHANDLE,AMARILLO DEL.-SHERMAN,MQ,DPQ,D,7000.0,7000.0,0.0,7000.0,N,N,N,Y,,01-17-2024,Final
57261,PANHANDLE,AMARILLO DELIVERY-ROBERTS,MQ,DPQ,D,2000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
500520,PANHANDLE,ANG CARSON CO. TAP,MQ,DPQ,D,1000.0,1000.0,0.0,1000.0,N,N,N,Y,,01-17-2024,Final
100766,PANHANDLE,ANG Caviness,MQ,DPQ,D,6000.0,6000.0,0.0,6000.0,N,N,N,Y,,01-17-2024,Final
500171,PANHANDLE,ANG-O NEAL & SHADID II,MQ,DPQ,D,500.0,1000.0,0.0,1000.0,N,N,N,Y,,01-17-2024,Final
500170,PANHANDLE,ANG-SCOTT/BANDY II,MQ,DPQ,D,500.0,1000.0,0.0,1000.0,N,N,N,Y,,01-17-2024,Final
57274,PANHANDLE,ANR/TW RED DEER,MQ,DPQ,D,30000.0,30000.0,700.0,29300.0,N,N,N,Y,,01-17-2024,Final
57274,PANHANDLE,ANR/TW RED DEER,M2,RPQ,R,200000.0,220000.0,389.0,219611.0,N,N,N,Y,,01-17-2024,Final
79049,PANHANDLE,ATMOS AIRPORT I/C,MQ,DPQ,D,250.0,250.0,1.0,249.0,N,N,N,Y,,01-17-2024,Final
79052,PANHANDLE,ATMOS CANYON WEST I/C,MQ,DPQ,D,3000.0,3000.0,1400.0,1600.0,N,N,N,Y,,01-17-2024,Final
79058,PANHANDLE,ATMOS PAMPA NORTH,MQ,DPQ,D,15600.0,15600.0,4500.0,11100.0,N,N,N,Y,,01-17-2024,Final
57245,WEST TEXAS,ATMOS PIPELINE  WARD,MQ,DPQ,D,85000.0,85000.0,0.0,85000.0,N,N,N,Y,,01-17-2024,Final
57245,WEST TEXAS,ATMOS PIPELINE  WARD,M2,RPQ,R,85000.0,85000.0,39817.0,45183.0,Y,N,N,Y,,01-17-2024,Final
500154,WEST TEXAS,ATMOS PIPELINE PECOS,MQ,DPQ,D,95000.0,95000.0,10000.0,85000.0,N,N,N,Y,,01-17-2024,Final
78474,PANHANDLE,ATMOS RANDALL COUNTY,MQ,DPQ,D,120000.0,120000.0,22094.0,97906.0,N,N,N,Y,,01-17-2024,Final
9168,CENTRAL,ATOKA PECOS DIAMOND PL 8 INCH,M2,RPQ,R,30000.0,30000.0,0.0,30000.0,N,N,N,Y,,01-17-2024,Final
100732,PHOENIX,Arlington Valley Plant,MQ,DPQ,D,250000.0,250000.0,8300.0,241700.0,N,N,N,Y,,01-17-2024,Final
59362,PANHANDLE,BAILS/JOHNSON,MQ,DPQ,D,1000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
13258,PANHANDLE,BAR G FEEDYARD,MQ,DPQ,D,3000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
15420,PANHANDLE,BENZER FARMS LTD,MQ,DPQ,D,3000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
13202,PANHANDLE,BOGGESS-BANDY (FARM TAP),MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
500536,SAN JUAN2,BP FLORIDA PLANT I/C,M2,RPQ,R,360000.0,360000.0,103919.0,256081.0,Y,N,N,Y,,01-17-2024,Final
79050,PANHANDLE,BP FLOWERS LISTON I/C,MQ,DPQ,D,2000.0,,,,N,N,N,N,Total Scheduled Quantity unavailable;Operating Capacity unavailable;Operationally Available Capacity unavailable,01-17-2024,Final
13278,PANHANDLE,C. A. CALDWELL,MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
78113,W. THOREAU,CALPINE SO. POINT POWER DEL,MQ,DPQ,D,90000.0,100000.0,20000.0,80000.0,N,N,N,Y,,01-17-2024,Final
10746,PANHANDLE,CARL LOOTEN,MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
13195,PANHANDLE,CARTHEL-FRYE #2 (FARM TAP),MQ,DPQ,D,500.0,1000.0,0.0,1000.0,N,N,N,Y,,01-17-2024,Final
500230,PANHANDLE,CATOR-BUNDY DELIVERY,MQ,DPQ,D,500.0,500.0,0.0,500.0,N,N,N,Y,,01-17-2024,Final
500631,SAN JUAN2,CEP - LA PLATA,M2,RPQ,R,10000.0,21000.0,0.0,21000.0,N,N,N,Y,,01-17-2024,Final
13314,PANHANDLE,CHARLES W GRIMSLEY,MQ,DPQ,D,3000.0,3000.0,0.0,3000.0,N,N,N,Y,,01-17-2024,Final
78479,PHOENIX,CHINO VALLEY DELIVERY,MQ,DPQ,D,10000.0,10000.0,0.0,10000.0,N,N,N,Y,,01-17-2024,Final
9198,PANHANDLE,CIG TUMBLEWEED REC CIG TW,M2,RPQ,R,40000.0,40000.0,7742.0,32258.0,Y,N,Y,Y,,01-17-2024,Final
78424,SAN JUAN,CONOCO BLANCO PLANT I/C,M2,RPQ,R,550000.0,550000.0,0.0,550000.0,N,N,N,Y,,01-17-2024,Final
79003,PHOENIX,COOLIDGE PLANT,MQ,DPQ,D,144000.0,144000.0,0.0,144000.0,N,N,N,Y,,01-17-2024,Final
78508,SAN JUAN,CORTO INTERCONNECT,MQ,DPQ,D,100000.0,100000.0,19811.0,80189.0,N,N,N,Y,,01-17-2024,Final
79035,CENTRAL,COYOTE INTERCONNECT,MQ,DPQ,D,3500.0,3500.0,1300.0,2200.0,Y,N,N,Y,,01-17-2024,Final
13323,PANHANDLE,D RITTENBERRY,MQ,DPQ,D,3000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
56339,CENTRAL,DAGGER DRAW,M2,RPQ,R,55000.0,55000.0,52825.0,2175.0,N,N,N,Y,,01-17-2024,Final
78477,PANHANDLE,DAIRICONCEPTS - ROOSEVELT,MQ,DPQ,D,6000.0,6000.0,1485.0,4515.0,N,N,N,Y,,01-17-2024,Final
500018,PANHANDLE,DALEN ROHAN TAP,MQ,DPQ,D,500.0,1000.0,0.0,1000.0,N,N,N,Y,,01-17-2024,Final
78330,PANHANDLE,DAVID WINTER FTP,MQ,DPQ,D,500.0,5000.0,0.0,5000.0,N,N,N,Y,,01-17-2024,Final
10703,CENTRAL,DCP Artesia,M2,RPQ,R,43000.0,38000.0,24000.0,14000.0,Y,N,N,Y,,01-17-2024,Final
79029,CENTRAL,DCP FUEL TAP EDDY,MQ,DPQ,D,1000.0,1500.0,197.0,1303.0,Y,N,N,Y,,01-17-2024,Final
500262,WEST TEXAS,DCP HAT MESA,M2,RPQ,R,5000.0,5000.0,0.0,5000.0,N,N,N,Y,,01-17-2024,Final
500255,WEST TEXAS,DCP Madera,M2,RPQ,R,5000.0,11000.0,0.0,11000.0,N,N,N,Y,,01-17-2024,Final
79070,WEST TEXAS,DCP OCHOA I/C,MQ,DPQ,D,1000.0,1000.0,0.0,1000.0,N,N,N,Y,,01-17-2024,Final
500248,WEST TEXAS,DCP PURE GOLD,M2,RPQ,R,5000.0,5000.0,0.0,5000.0,N,N,N,Y,,01-17-2024,Final
79069,CENTRAL,DCP ZIA II,M2,RPQ,R,125000.0,125000.0,56999.0,68001.0,Y,N,N,Y,,01-17-2024,Final
78491,PHOENIX,DESERT BASIN PLANT,MQ,DPQ,D,210000.0,150000.0,0.0,150000.0,N,N,N,Y,,01-17-2024,Final
78422,SAN JUAN,DJR - CHACO,M2,RPQ,R,30000.0,20000.0,0.0,20000.0,N,N,N,Y,,01-17-2024,Final
13269,PANHANDLE,DOM PICKENS EFFIE M,MQ,DPQ,D,3000.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
12354,CENTRAL,DOMINION GAS/TULE LAKE INTERCONNECT,M2,RPQ,R,10000.0,5000.0,0.0,5000.0,N,N,N,Y,,01-17-2024,Final
59927,CENTRAL,DUKE ZIA PLANT,M2,RPQ,R,40000.0,50000.0,0.0,50000.0,N,N,N,Y,,01-17-2024,Final
13196,PANHANDLE,EAST SHAFFER #3 (FARM TAP),MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
13199,CENTRAL,EASTERN NEW MEXICO ROOSEVELT,MQ,DPQ,D,10000.0,10000.0,419.0,9581.0,N,N,N,Y,,01-17-2024,Final
9164,CENTRAL,EDDY PECOS DIAMOND PROC 12 INCH,MQ,DPQ,D,65000.0,69000.0,0.0,69000.0,N,N,N,Y,,01-17-2024,Final
9166,CENTRAL,EDDY PECOS DIAMOND PROC 8 IN,MQ,DPQ,D,30000.0,30000.0,0.0,30000.0,N,N,N,Y,,01-17-2024,Final
13260,PANHANDLE,EDNA L SCHULTE,MQ,DPQ,D,500.0,2000.0,0.0,2000.0,N,N,N,Y,,01-17-2024,Final
500540,SAN JUAN2,EL PASO BLANCO I/C,MQ,DPQ,D,440000.0,440000.0,127401.0,312599.0,Y,N,N,Y,,01-17-2024,Final
500179,W. THOREAU,EL PASO WINDOW ROCK,M2,RPQ,R,430000.0,430000.0,20263.0,409737.0,N,N,N,Y,,01-17-2024,Final
79064,PANHANDLE,ENBRIDGE TRUNK E,M2,RPQ,R,100000.0,100000.0,14000.0,86000.0,Y,N,N,Y,,01-17-2024,Final
57336,PANHANDLE,ENERGAS DEL-GRAY,MQ,DPQ,D,50000.0,10000.0,184.0,9816.0,Y,N,N,Y,,01-17-2024,Final
53772,PANHANDLE,ENERGAS INTERCONNECT (STOCKER M M),MQ,DPQ,D,500.0,500.0,2.0,498.0,N,N,N,Y,,01-17-2024,Final
